gene_id,Atha_Col-0_root_GC_Alight_Rep1_GSM2493759,Atha_Col-0_root_GC_Alight_Rep2_GSM2493760,Atha_Col-0_root_GC_Alight_Rep3_GSM2493761,Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777,Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778,Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779
AT1G01010,6.02428162685647,6.171186448885128,5.909600251929099,7.115319863718674,7.064361933304688,7.304732468134671
AT1G01020,8.449021357650592,8.290438387562155,8.110956355682083,8.321590168736288,8.125830474168058,8.218947271274828
AT1G01030,5.46133116980781,5.687899300174737,5.96526041568473,5.479682235718959,4.97100785652806,6.148222732989717
AT1G01040,6.859907947337976,5.667249189901708,5.99230539754914,5.737317970123069,6.484779029543688,6.401677841909357
AT1G01046,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01050,10.538189604716102,10.884472914195289,10.921766385376804,10.358175537284104,10.281503871734797,10.15338833368995
AT1G01060,8.444881611296553,8.468082645472178,8.405674186274544,2.286144315928614,2.2616568795750314,3.1974021647194393
AT1G01070,7.428197158736917,7.702713511409832,8.183152534629002,8.439072931108763,8.404257241336987,7.527005109148472
AT1G01080,4.908769544913706,5.490457295498257,5.091833795743808,5.085714432734574,5.540555164391669,4.865504704969478
AT1G01090,10.17186701237453,9.6962368141412,10.383452623658696,10.221953387504724,9.846675929654735,9.894512581429728
AT1G01100,12.363338861065001,12.981875056129386,12.75621844711961,12.25949018657816,12.208038376064462,12.16361811835622
AT1G01110,8.571794193807927,7.36723306324293,7.666513520444693,8.543962862301212,8.487978777806568,8.016280498947731
AT1G01120,4.394168622167679,3.0576375290903637,1.7503972209764187,2.547668295909184,3.6306683843530605,3.870044776390591
AT1G01130,2.5865824300480185,4.0973897725484045,4.032923130716317,3.7657364808505376,2.5994507919418997,3.0470038347845905
AT1G01140,2.8090211083628573,5.767665088144127,3.5410567717680252,5.7108610950578305,5.374499430328301,5.992317115413627
AT1G01150,0.0,2.6154766685396194,0.0,0.0,0.0,0.0
AT1G01160,9.332857559014736,9.22595011713922,8.934492045526085,8.693328843593598,8.691518575579819,8.771146827413357
AT1G01170,7.5017788526504665,7.161141601649633,6.980929333762484,7.164891127754644,6.921106238910583,7.312995293096301
AT1G01180,4.249768975893278,5.288935054673393,5.99230539754914,4.4166315872932,5.028060395684583,6.827901883078369
AT1G01183,0.0,0.0,0.0,0.0,0.0,0.932149736927323
AT1G01190,0.0,3.0576375290903637,3.5410567717680252,0.0,1.179600010719401,0.932149736927323
AT1G01200,2.0014580182218245,5.861544248840285,4.315862907700006,3.54388529840896,3.7709766587201066,2.2117811771396507
AT1G01210,7.95030306467722,8.34995781446368,8.098564432274426,7.5099611070297945,7.853343368608683,7.5551422612456065
AT1G01220,6.046308385966937,5.2338268399478975,5.791391449253995,5.3485319932018776,6.115148596393311,5.448950668029428
AT1G01225,6.2498456525108,7.37997977331784,6.853981015935705,6.203656916996228,5.8562707653768555,6.1847018832249026
AT1G01230,8.493791397830725,9.339611580826361,9.282779467293942,8.595489009691862,8.632954193492244,8.645916109176243
AT1G01240,7.461364279332174,7.767204458765164,7.553025900999483,7.304137584037536,7.243665470834566,7.889415465965047
AT1G01250,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01260,6.702364738243943,6.141550625448235,6.260484530656712,7.0322830060792905,7.0228587603859545,7.1380161488776706
AT1G01270,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01280,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01290,7.141481273563752,7.757468487360954,7.59773763664414,7.125371315621712,7.622759437160989,7.031888635540966
AT1G01300,8.964835809804466,8.174501141387054,9.083408117782094,9.351802253017363,8.673750646991278,8.967123705885395
AT1G01305,0.0,1.3017141331411313,0.0,0.0,0.0,0.0
AT1G01310,0.0,2.2212709022681825,3.5410567717680252,0.0,0.0,0.0
AT1G01320,6.956124342914353,5.393212011657024,6.408375128574012,6.165198969754586,6.762041425786679,5.77027170120585
AT1G01335,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01340,0.0,4.0973897725484045,3.8078510633587426,2.547668295909184,3.8988406748899784,4.3270017637583535
AT1G01350,7.926748207250366,8.19267752597677,8.147506008403996,7.736696713091161,7.853343368608683,7.73808826807388
AT1G01355,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01360,8.799600857963814,8.141195170108544,8.27961549304557,8.015996469659358,7.922683564108796,8.4686548514679
AT1G01370,7.057211528038243,7.341396720285541,7.251044552362012,6.415079280160664,6.334564686584687,6.756994192047257
AT1G01380,3.3236775400164094,3.7499994018227474,3.386541632958883,2.9608155363972957,2.8729662967514007,3.3335913711291845
AT1G01390,0.0,1.3017141331411313,0.0,0.0,0.0,0.932149736927323
AT1G01400,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01410,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01420,0.0,1.6770906236161414,2.1848413412953196,0.0,0.0,1.896989200997052
AT1G01430,7.0680183919841575,6.310868358355789,7.033953222619249,7.312959729860763,7.4560609133536815,6.695120196584243
AT1G01440,6.411311781364023,6.171186448885128,6.09568371787342,6.683480199678279,6.357005416973541,6.322039730615147
AT1G01448,7.920798907888553,5.78693599918499,7.046910192823768,6.921278694647267,7.445628511319013,7.1656546220106385
AT1G01450,6.932665113293756,4.567475473720647,5.322449038775282,5.955841791281154,6.241139264370764,5.79407862690918
AT1G01453,0.0,2.431796333716679,2.7889528732601168,0.0,1.819782344207305,0.0
AT1G01460,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01470,8.126058046881365,9.2556482907679,9.09593034514289,7.063984528502809,8.343744273882148,9.499569354303361
AT1G01480,2.323483261952713,4.377152748004831,3.386541632958883,1.9664788989478257,3.102798870687545,2.4700384847485126
AT1G01490,8.363881566841554,9.276249618706226,9.189459347026428,8.525105392515352,7.8612144759358396,8.453785452577765
AT1G01500,5.3594483255504155,5.14700457014103,5.909600251929099,5.78881921207109,6.288608093765808,5.721445848562992
AT1G01510,9.509735669114601,7.9578073974056105,8.69623584681235,9.219646558769089,9.066503853280329,8.89740192727289
AT1G01520,1.586258589664908,0.0,1.1258203185778297,0.9777393619303874,0.0,2.2117811771396507
AT1G01530,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01540,7.944450306464453,7.466186079968186,7.28425064606659,7.599213902219695,7.821422344364017,7.6231740551612495
AT1G01550,9.90582351522372,10.268245783404266,10.505804170195274,10.059770001766527,10.016647089947163,10.197569749937387
AT1G01560,0.0,0.0,1.1258203185778297,2.286144315928614,3.4752298408653197,0.0
AT1G01570,2.8090211083628573,4.8128318199581726,4.755402015792056,5.043932520486189,4.849652688208918,5.1127140571825915
AT1G01580,6.34176971961723,5.14700457014103,6.19214706276666,5.978198654095385,2.8729662967514007,6.520606319921627
AT1G01590,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01600,0.0,0.0,1.1258203185778297,0.0,0.0,0.0
AT1G01610,3.3236775400164094,5.05462080305241,4.876474842321776,1.9664788989478257,0.0,2.4700384847485126
AT1G01620,12.592764313101886,12.496989805256394,12.894352836089563,12.558067971346349,12.50915605162964,12.497144672380946
AT1G01630,7.419784852879525,8.313877487382298,8.430605094909701,7.972114097415554,7.78050146761277,7.980416354595274
AT1G01640,6.268705011686666,7.267864272483396,7.968413390749893,7.105197890368032,7.291052602541957,7.219392099623397
AT1G01650,8.196693922129619,7.053865634873859,7.580018876731795,7.988726796632506,8.158137173348877,8.28344057656427
