gene_id,Atha_Col-0_root_GC_Alight_Rep1_GSM2493759,Atha_Col-0_root_GC_Alight_Rep2_GSM2493760,Atha_Col-0_root_GC_Alight_Rep3_GSM2493761,Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777,Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778,Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779
AT1G01010,6.022367813028454,6.614709844115208,5.672425341971495,7.159871336778389,6.727920454563199,7.442943495848728
AT1G01020,8.447083226209653,8.73809225962049,7.870364719583405,8.366322214245816,7.787902559391432,8.357552004618084
AT1G01030,5.459431618637297,6.129283016944966,5.727920454563199,5.523561956057013,4.643856189774724,6.285402218862249
AT1G01040,6.857980995127572,6.108524456778169,5.754887502163468,5.78135971352466,6.149747119504682,6.539158811108031
AT1G01046,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01050,10.536247215688128,11.333155350310616,10.680359523513713,10.403012023574997,9.94251450533924,10.29232163280204
AT1G01060,8.442943495848729,8.915879378835774,8.164906926675688,2.321928094887362,2.0,3.321928094887362
AT1G01070,7.426264754702098,8.149747119504681,7.94251450533924,8.483815777264256,8.066089190457772,7.6653359171851765
AT1G01080,4.906890595608519,5.930737337562887,4.857980995127572,5.129283016944966,5.20945336562895,5.0
AT1G01090,10.169925001442312,10.144658242831882,10.14210705730255,10.266786540694902,9.507794640198696,10.03342300153745
AT1G01100,12.36139553316589,13.430713885791938,12.514714054138487,12.304351321663239,11.868822554774999,12.302638923787553
AT1G01110,8.569855608330949,7.813781191217037,7.426264754702098,8.588714635582264,8.149747119504681,8.154818109052105
AT1G01120,4.392317422778761,3.4594316186372973,1.584962500721156,2.584962500721156,3.321928094887362,4.0
AT1G01130,2.584962500721156,4.523561956057013,3.807354922057604,3.807354922057604,2.321928094887362,3.169925001442312
AT1G01140,2.807354922057604,6.20945336562895,3.321928094887362,5.754887502163468,5.044394119358453,6.129283016944966
AT1G01150,0.0,3.0,0.0,0.0,0.0,0.0
AT1G01160,9.330916878114618,9.674192268145683,8.693486957499326,8.73809225962049,8.353146825498083,8.909893083770042
AT1G01170,7.499845887083206,7.60733031374961,6.741466986401147,7.20945336562895,6.584962500721156,7.451211111832329
AT1G01180,4.247927513443585,5.727920454563199,5.754887502163468,4.459431618637297,4.700439718141092,6.965784284662087
AT1G01183,0.0,0.0,0.0,0.0,0.0,1.0
AT1G01190,0.0,3.4594316186372973,3.321928094887362,0.0,1.0,1.0
AT1G01200,2.0,6.303780748177103,4.087462841250339,3.584962500721156,3.4594316186372973,2.321928094887362
AT1G01210,7.948367231584678,8.79766152585376,7.857980995127572,7.554588851677638,7.515699838284043,7.693486957499325
AT1G01220,6.044394119358453,5.672425341971495,5.554588851677638,5.392317422778761,5.78135971352466,5.584962500721156
AT1G01225,6.247927513443585,7.826548487290915,6.614709844115208,6.247927513443585,5.523561956057013,6.321928094887363
